bldg_id,A_annual_mean_kwh,A_annual_std_kwh,A_annual_sum_kwh,A_p10,A_p25,A_p50,A_p75,A_p90,A_p95,A_p99,A_max_kwh,A_min_kwh,A_cv,A_load_factor,A_skew,A_kurtosis,A_p05,A_p99_p01_ratio,A_zero_hours_ratio,A_above_mean_ratio,A_range_kwh,A_p01,A_p15,A_p85,A_mad,B_winter_mean_kwh,B_winter_std_kwh,B_spring_mean_kwh,B_spring_std_kwh,B_summer_mean_kwh,B_summer_std_kwh,B_fall_mean_kwh,B_fall_std_kwh,B_winter_summer_ratio,B_seasonal_amplitude,B_month01_mean_kwh,B_month02_mean_kwh,B_month03_mean_kwh,B_month04_mean_kwh,B_month05_mean_kwh,B_month06_mean_kwh,B_month07_mean_kwh,B_month08_mean_kwh,B_month09_mean_kwh,B_month10_mean_kwh,B_month11_mean_kwh,B_month12_mean_kwh,C_morning_peak_ratio,C_evening_peak_ratio,C_overnight_ratio,C_midday_ratio,C_evening_morning_ratio,C_peak_hour,C_peak_hour_value,C_trough_hour,D_cold_n_hours,D_cold_mean_kwh,D_cold_std_kwh,D_cold_max_kwh,D_cold_ramp_std,D_cold_ramp_abs_mean,D_cold_autocorr_1h,D_cold_temp_load_corr,D_mild_n_hours,D_mild_mean_kwh,D_mild_std_kwh,D_mild_max_kwh,D_mild_ramp_std,D_mild_ramp_abs_mean,D_mild_autocorr_1h,D_mild_temp_load_corr,D_warm_n_hours,D_warm_mean_kwh,D_warm_std_kwh,D_warm_max_kwh,D_warm_ramp_std,D_warm_ramp_abs_mean,D_warm_autocorr_1h,D_warm_temp_load_corr,D_hot_n_hours,D_hot_mean_kwh,D_hot_std_kwh,D_hot_max_kwh,D_hot_ramp_std,D_hot_ramp_abs_mean,D_hot_autocorr_1h,D_hot_temp_load_corr,D_ratio_cold_over_warm,D_ratio_cold_over_hot,D_ratio_mild_over_warm,D_ratio_hot_over_cold,D_temp_load_corr_all,E_slope_cold,E_slope_mild,E_slope_warm,E_slope_hot,E_slope_zone40_65F,E_slope_zone0_40F,E_slope_kink_ratio,E_zone40F_jump,E_power_iqr,E_power_p90_p10_ratio
409808,2.4432952,1.8533251,21405.709,0.5772799849510193,1.0202100276947021,1.8360600471496582,3.4448399543762207,5.081759929656982,6.225979804992676,7.739093875885007,15.13747,0.13548,0.7585351,0.1614071,1.3530719,2.3466375,0.5286200046539307,15.861724357462505,0.0,0.4066887341627668,15.00199,0.487909996509552,0.7195600271224976,4.400710105895996,1.4800701,1.1234277,0.8672465,2.0160859,1.4827389,4.464379,1.5679519,2.137874,1.4822137,0.25164255,2.387399,1.1141241,1.1021053,1.37101,1.4954096,3.1650417,4.334177,4.7609453,4.293814,3.156567,2.036304,1.2241362,1.1520028,0.81608933,1.2548834,0.6419231,1.2333786,1.537679,18,3.5446157,3,676,1.0281496,0.8322137,8.90423,0.82031834,0.28288677,0.403328362695325,-0.05696488212224821,2314,1.0407269,0.77158093,8.9422,0.8463995,0.29125887,0.36316548666754894,0.03190747743460252,2997,1.9462117,1.0736941,10.19066,0.93127906,0.40715158,0.6022156123135237,0.540479053464811,2774,4.495185,1.5268918,15.13747,1.096311,0.57297057,0.729041003455008,0.7328455554341237,0.5282825,0.22872242,0.534745,4.372112,0.7740026255474389,-0.01378954274313793,0.010800776481628435,0.10978775501251227,0.16348924091884062,0.01895234584808351,-0.01378954274313793,-0.7275902863777863,-0.09297109,2.4246299266815186,8.802938023372068
409863,1.2450074,0.8384897,10907.51,0.5095099806785583,0.7378100156784058,1.049299955368042,1.4618099927902222,2.0784599781036377,2.7124600410461426,4.880202198028562,6.9120197,0.22274,0.6734817,0.18012208,2.5015254,8.204415,0.4170199930667877,15.087124886164128,0.0,0.35075904577103073,6.6892796,0.3234680056571961,0.5933700203895569,1.8142399787902832,0.556135,1.2179244,0.9155292,1.0840815,0.8254738,1.5387808,0.7219464,1.1374977,0.8064153,0.79148656,0.42799127,1.2816836,1.2490466,0.9382344,0.9999677,1.3113291,1.5254803,1.5852443,1.5051887,1.3429514,1.1390418,0.9304485,1.1259693,0.8659223,1.3933703,0.6786075,1.0334547,1.6091169,20,1.855069,4,676,1.5737175,0.93505335,6.9120197,0.8450331,0.40637082,0.5333792456324273,-0.21970443533902628,2314,0.95017314,0.78902256,5.8302197,0.8207894,0.40396053,0.4395009579495123,-0.10574358145015163,2997,1.0679774,0.7713469,5.67417,0.79166746,0.40878415,0.4149056298821555,0.11844108593215938,2774,1.6021078,0.7653467,6.06414,0.7880552,0.40493023,0.46813778286239566,0.4215993658233061,1.4735494,0.9822794,0.88969404,1.0180403,0.21001899639918006,-0.03694805690220427,-0.008393100500106818,0.01653862953186035,0.05609578336988174,-0.003748141356876924,-0.03694805690220427,9.857701026780543,0.3023137,0.7239999771118164,4.07933123377794
409883,3.6299593,2.4141831,31802.074,1.2923200130462646,1.8869500160217285,2.9235100746154785,4.791130065917969,6.837599754333496,8.48976993560791,12.250496101379383,19.94607,0.7502,0.66507167,0.1819887,1.5878993,3.1791313,1.0581700801849365,14.428338006537627,0.0,0.3847734276909029,19.19587,0.8490580201148987,1.5115399360656738,5.794400215148926,1.835932,5.279759,3.2589161,2.5897446,1.5738668,3.6645732,1.4394785,3.014185,2.0274758,1.4407568,2.4777942,6.0446963,5.1427274,2.2071278,2.7155173,2.8506455,3.6936398,3.865736,3.4352808,2.5293517,2.6205041,3.905822,4.637563,1.0555587,1.1386918,0.89017874,0.9492753,1.0787574,20,4.266244,1,676,9.326373,2.2688446,19.94607,1.0474426,0.6322714,0.8746949391089234,-0.7975135345852811,2314,4.0143404,1.9489002,15.12494,0.92065406,0.5498962,0.8691960324080014,-0.7587428118582338,2997,1.8753496,0.90039235,10.219669,0.71400416,0.36174288,0.6286615113173907,0.24341454852635525,2774,3.816812,1.3109758,10.93704,0.68766344,0.42513037,0.8400311345911109,0.7496634025702356,4.9731383,2.4434981,2.1405823,0.40924934,-0.3975727139049404,-0.3232626206534251,-0.23177156925201425,0.05713322639465335,0.1296379211970737,-0.19351296697344103,-0.3232626206534251,1.6704959140944375,1.7579141,2.9041800498962402,5.2909493664931055
410020,0.9348012,0.49615633,8189.7935,0.3467099964618683,0.5651099681854248,0.8670700192451477,1.208400011062622,1.608989953994751,1.8657300472259521,2.395142126083374,3.85576,0.15762,0.5307613,0.24244279,0.91210264,1.1205925,0.2505999803543091,13.083918576590543,0.0,0.44138796940988473,3.6981401,0.1830599993467331,0.43290001153945923,1.43163001537323,0.38813403,0.984267,0.49661765,0.76547015,0.44518042,1.2130404,0.48012593,0.7757515,0.41875523,0.811405,0.44242954,1.1162548,0.92462677,0.65383273,0.6520911,0.9868291,1.2549722,1.2526622,1.1328392,0.8564285,0.7064057,0.7667317,0.9059704,0.89538896,1.4038296,0.69804823,0.9821346,1.5678432,20,1.362077,4,676,1.4143422,0.45376712,3.37497,0.28814185,0.19865212,0.7779840216340654,-0.6362794177838544,2314,0.76386523,0.38538152,2.7765799,0.3145065,0.2119014,0.637467046176034,-0.35038216722183807,2997,0.66484153,0.34869987,2.52212,0.3219791,0.2152664,0.5462416111547477,0.2335884880112915,2774,1.2521932,0.46076986,3.85576,0.33817706,0.23209965,0.7109431745088826,0.6356671071053972,2.1273372,1.1294919,1.1489433,0.8853538,0.19213857827543399,-0.05319358485085625,-0.020355706214904807,0.019938499927520746,0.050534600189753906,-0.016123407227652417,-0.05319358485085625,3.2991528465290325,0.23160648,0.6432900428771973,4.640737130207638
410317,1.0827578,0.5495683,9486.041,0.42215001583099365,0.6661099791526794,1.0040500164031982,1.4302699565887451,1.8477699756622314,2.0884599685668945,2.5745200157165495,3.68576,0.18602,0.5075635,0.29376787,0.6903784,0.21589957,0.30542999505996704,10.704330758987238,0.0,0.4460678004793973,3.4997401,0.2405120015144348,0.5111700296401978,1.681689977645874,0.44384003,1.2276808,0.61017394,0.8806286,0.49530625,1.2947917,0.47263512,0.9293476,0.48845297,0.9481686,0.38980365,1.4022917,1.2368157,0.7949419,0.81026137,1.0344127,1.2888696,1.3488253,1.2464893,1.0459547,0.8380236,0.90710837,1.0445845,0.9549043,1.4023825,0.6413536,1.0187762,1.4686104,19,1.6283249,2,676,1.6133546,0.56582594,3.68576,0.4116866,0.29399014,0.7154375114347373,-0.5469442833044069,2314,0.92840284,0.53174394,3.48032,0.4677719,0.32589698,0.5781259822974223,-0.26918269678143836,2997,0.84633356,0.4373599,2.81328,0.4274971,0.30275244,0.48483345906789665,0.14121635983627817,2774,1.3376453,0.46876985,3.14685,0.3678192,0.27095592,0.6668162611767253,0.6042783966599324,1.9062868,1.2061154,1.0969703,0.82910806,0.10738563825802007,-0.049682226862226245,-0.020980106592178364,0.014437137842178349,0.04226306234087262,-0.015258915083748955,-0.049682226862226245,3.2559475290047843,0.16324317,0.7641599774360657,4.3770458518755095
410354,1.6285244,1.5765127,14267.502,0.2397100031375885,0.41676998138427734,1.0624200105667114,2.365960121154785,3.9313299655914307,4.83188009262085,6.879703998565667,13.22777,0.11041,0.96806204,0.12311406,1.6617037,3.6743903,0.23034000396728516,30.538187484575076,0.0,0.37746832553361487,13.11736,0.22528200149536132,0.2884100079536438,3.260739803314209,1.2230461,0.66263735,0.750848,1.2875077,1.2302125,3.2932622,1.564143,1.2459724,1.192246,0.20121002,2.0265222,0.6382883,0.73063725,0.7418503,0.9214932,2.1873724,3.1844234,3.6537929,3.038059,1.9385148,1.1217685,0.6817737,0.6255999,0.7034753,1.5389434,0.68806785,0.98309004,2.1876297,19,2.6543324,4,676,0.6400914,0.7111776,7.1574,0.70024383,0.31704324,0.4941783844871833,0.026620658225097443,2314,0.6308796,0.7925009,8.02376,0.75590575,0.35029852,0.5185384781157467,-0.05860397128370687,2997,1.0571884,0.8974417,9.5776005,0.72063136,0.3372811,0.6307796127336183,0.40859952870046534,2774,3.318872,1.4333385,13.22777,0.80593693,0.45892194,0.8260552827474326,0.7498240437522448,0.6054658,0.19286415,0.5967523,5.1849966,0.7039831312157235,0.0044477639879499055,-0.0025584971904754655,0.08169507503509527,0.183982913153512,0.0017475782121930765,0.0044477639879499055,2.5451015336065006,-0.0364784,1.9491901397705078,16.40035840863483
410544,0.86659056,0.48786366,7592.1997,0.38999998569488525,0.49241000413894653,0.7249799966812134,1.1035499572753906,1.528939962387085,1.8521299362182617,2.4984619140624997,3.4654899,0.14793,0.562969,0.25006294,1.4130021,2.1696665,0.35135000944137573,7.748177815034248,0.0,0.39379066316630523,3.31756,0.3224579989910126,0.4244300127029419,1.3599600791931152,0.37882042,0.7582279,0.4496891,0.8014983,0.4762461,1.1290332,0.4868898,0.77429295,0.43810707,0.6715727,0.3411376,0.7567182,0.7714351,0.70649594,0.70914024,0.9858795,1.1429651,1.1413933,1.1031905,0.9051978,0.7374655,0.68144304,0.7478107,0.75359684,1.4854349,0.6236809,1.0532858,1.9711268,20,1.3494555,4,676,0.7172073,0.44201297,2.9914799,0.33101094,0.16248864,0.6849343687565427,-0.13419570294491787,2314,0.658086,0.39733937,2.99979,0.3283649,0.18040387,0.613451332032633,-0.007896852121848461,2997,0.7544543,0.40914756,2.7635698,0.34375957,0.1967684,0.5964022959958507,0.1112139932364113,2774,1.1980739,0.47596705,3.4654899,0.3722086,0.22879724,0.6805135239932517,0.49064040978183665,0.95063055,0.59863365,0.87226754,1.6704708,0.43627233893145995,-0.004982782091413228,0.0015430474281311016,0.012046053409576417,0.03007694721221922,0.0019957532201494484,-0.004982782091413228,-2.4966924974021096,0.000115036964,0.6111399531364441,3.9203590217135145
410639,1.3724887,0.6864164,12024.374,0.5259100198745728,0.8643499612808228,1.2946100234985352,1.79721999168396,2.28193998336792,2.5850400924682617,3.327880001068109,5.64694,0.19743,0.50012535,0.24304998,0.7439297,0.90350074,0.3542900085449219,11.84560271853761,0.0,0.4561123159456683,5.44951,0.2809380054473877,0.6642699837684631,2.089550018310547,0.54530734,1.5490109,0.84087884,1.2668495,0.63905865,1.421546,0.58839667,1.2550294,0.608122,1.0896664,0.2880714,1.7405405,1.5463357,1.2283169,1.1839669,1.3855913,1.4806339,1.2983305,1.4875795,1.3408815,1.2095252,1.2161984,1.3596401,0.99435395,1.3559091,0.5635607,1.1451174,1.3636081,20,1.9901663,3,676,1.8280762,1.0002688,5.64694,0.81581885,0.5839094,0.608904707576982,-0.3455135016334388,2314,1.2342246,0.7349755,4.3451,0.6798894,0.48659506,0.5315539777857601,-0.15766472871996443,2997,1.2288756,0.5660351,3.6694,0.56829613,0.4178872,0.46997181572283014,0.008748950449084024,2774,1.5319606,0.5778067,3.96978,0.4229242,0.3178376,0.7180227688890605,0.4203435301905153,1.4876007,1.1932919,1.0043527,0.8380179,0.039454477445476255,-0.04345749718802314,-0.011518318653106693,0.003952670097351055,0.04413206645420618,-0.008300570079258508,-0.04345749718802314,5.23548343945856,0.068569064,0.9328700304031372,4.339031197603257
410662,0.567938,0.6619394,4975.705,0.34220999479293823,0.3683199882507324,0.4214000105857849,0.5336899757385254,0.7413600087165833,0.8508399724960327,4.017919921874999,8.16865,0.09225,1.1655134,0.06952655,7.1984477,60.65197,0.3287999927997589,13.145665405224852,0.0,0.21333181143705057,8.0764,0.3056459903717041,0.35054999589920044,0.6524699926376343,0.25195283,0.61240804,0.7282915,0.55811626,0.62560683,0.54250294,0.61845076,0.55958056,0.6695537,1.1288567,0.05355966,0.66115355,0.55726224,0.56290865,0.52914596,0.58135957,0.5612648,0.53430355,0.5325457,0.57056963,0.56192786,0.5461658,0.6134061,0.90448254,1.3892678,0.67292964,0.9977104,1.5359807,20,0.9264422,3,676,0.5602243,0.52648926,7.92061,0.53968644,0.15366557,0.3127086689174961,0.009889379068437346,2314,0.57007915,0.6899585,7.92111,0.82114273,0.22485286,0.2508757275440805,0.012656272476968246,2997,0.5620599,0.6913155,8.16865,0.8245268,0.22052945,0.21910117479827335,-0.028252216234767126,2774,0.57438236,0.6349635,8.1058,0.8192424,0.21094863,0.1841383946697368,0.08698847643424244,0.9967342,0.9753508,1.0142677,1.0252721,0.010660631986204983,0.002316197327205108,0.0016598105430603032,-0.003004560470581062,0.0055466413497924725,-2.2322450365338532e-05,0.002316197327205108,-103.76089046216954,0.0089738965,0.16536998748779297,2.1663891177847088
410725,0.72732544,0.31203857,6372.098,0.4802300035953522,0.4992400109767914,0.5997700095176697,0.8319200277328491,1.2460999488830566,1.399399995803833,1.7094779968261713,2.7767901,0.19833,0.42902192,0.2619303,1.6417966,2.439894,0.4730600118637085,3.6654657825738606,0.0,0.31788608606323476,2.5784602,0.46637401580810545,0.48805999755859375,1.0785599946975708,0.23928016,0.79661906,0.3783556,0.7142353,0.29580924,0.6921754,0.26632217,0.707532,0.2869423,1.1508919,0.08573544,0.79005015,0.8113861,0.7359855,0.7017132,0.7046031,0.6950313,0.6846405,0.6969463,0.69754195,0.71793437,0.706773,0.78985894,0.80495703,1.6222683,0.6850763,0.8929455,2.0153477,20,1.3559319,4,676,0.70474064,0.30385786,2.23729,0.1949196,0.11023103,0.7466415202456222,-0.048172612443360664,2314,0.7336205,0.35081488,2.7767901,0.21045378,0.11809074,0.7598859083959919,0.006163840977454839,2997,0.71647274,0.30678025,2.68355,0.1880835,0.10557394,0.7405633328040365,-0.10614620679214735,2774,0.73930323,0.28345722,2.30193,0.19219233,0.113546744,0.7353118501026925,0.29994585239371113,0.9836252,0.95324975,1.0239336,1.0490429,0.03398141395356262,0.002625153405325742,0.0007846438884735139,-0.004870698451995865,0.012981257098061695,-3.481081553867938e-05,0.002625153405325742,-75.41200528349738,-0.057085514,0.33268001675605774,2.594798199933039
410792,1.919504,1.0916219,16816.775,0.6296200156211853,1.0501799583435059,1.6924500465393066,2.6506600379943848,3.5632500648498535,3.869760036468506,4.707697963714599,7.42056,0.34974998,0.56869996,0.25867376,0.773276,0.22205764,0.5046899914741516,11.87121883086192,0.0,0.42209793402579615,7.07081,0.39656399488449096,0.8037599921226501,3.2261500358581543,0.8965999,1.6266003,1.0074489,1.6152625,0.8968088,2.810958,1.0658498,1.6156579,0.8609511,0.57866406,1.1954978,1.7997003,1.652138,1.276453,1.3654214,2.1958537,2.7820132,2.960534,2.6893933,2.0347936,1.5335925,1.2813232,1.4302014,0.97616446,1.196747,1.0266044,0.770646,1.2259686,0,2.6296198,10,676,2.2929432,1.2511501,7.42056,1.0528289,0.68144244,0.5649009298282848,-0.4136235545137831,2314,1.3072368,0.70626247,5.00463,0.73059875,0.53539366,0.4668940895343307,-0.13720672823154254,2997,1.5682145,0.7923699,4.9130898,0.6994103,0.51890767,0.5388868556727506,0.3658245741416602,2774,2.7187672,1.0815444,6.7533903,0.67269444,0.49475187,0.757567136663825,0.39816394133450556,1.4621361,0.8433761,0.8335829,1.1857107,0.3856903072229208,-0.09278322764805388,-0.010883505344390879,0.05678795814514161,0.09098576681954515,-0.008496220452444891,-0.09278322764805388,10.920529683449349,0.36364627,1.600480079650879,5.659365929360328
410852,1.4563621,1.2768601,12759.188,0.45917999744415283,0.545199990272522,0.8808599710464478,1.9795600175857544,3.467599868774414,4.2815399169921875,5.487417984008787,8.06157,0.37539,0.8767463,0.1806549,1.607767,2.1474376,0.4279400110244751,13.595977709020461,0.0,0.3277023170870905,7.68618,0.4036059856414795,0.49524998664855957,2.8662500381469727,0.99504465,0.794936,0.50334954,1.130548,0.95412344,2.7367814,1.4636046,1.145727,0.95416164,0.29046384,1.5986438,0.8139333,0.7614416,0.79666483,0.820167,1.7648001,2.6797814,3.0120516,2.5166726,1.671926,1.011766,0.7579544,0.80616623,0.76435834,1.53284,0.51499975,1.1886687,2.0053945,19,2.3154986,4,676,0.7938259,0.44295958,3.5662599,0.35890493,0.14859088,0.6331403678135162,-0.06903444307942627,2314,0.74418765,0.47989067,3.4675999,0.39700037,0.1710978,0.6094567979836105,-0.05407745263228384,2997,0.91260827,0.6284441,4.5149403,0.49439895,0.24392371,0.6424081867355247,0.35303903600363284,2774,2.79936,1.3526819,8.06157,0.7106555,0.44121835,0.851961263383828,0.8190738393207655,0.869843,0.28357407,0.8154514,3.5264156,0.6727804048250238,0.0011215761729649032,-0.004005120992660519,0.05342594623565676,0.1919426209586006,-0.003275955404554094,0.0011215761729649032,-0.3423661297115754,-0.030771017,1.4343600273132324,7.5517223922545895
410889,1.7390339,1.5143299,15235.677,0.4600200057029724,0.5679299831390381,1.0597800016403198,2.5115199089050293,4.127140045166016,4.978169918060303,6.240981864929199,8.76395,0.12113,0.87078804,0.19843037,1.3455935,1.1949618,0.4386900067329407,15.246897181025636,0.0,0.3724460678004794,8.64282,0.40932799577713014,0.47582000494003296,3.451859951019287,1.2188048,0.6518451,0.23681127,1.3626226,1.1038219,3.5306044,1.4463896,1.3840638,1.0554265,0.18462706,2.1572611,0.6448505,0.65300083,0.76338786,0.9220625,2.3882058,3.3667893,3.8691998,3.350539,2.2452843,1.2583191,0.65277934,0.6578052,0.59774774,1.4536635,0.81420714,0.94767255,2.4319012,18,2.6334147,8,676,0.6145907,0.2165687,1.58953,0.12935,0.06770947,0.7758521865262396,0.016251847297656028,2314,0.62282026,0.21828349,1.58797,0.13453184,0.077623054,0.7469330177350902,0.01023016056720263,2997,1.1752762,0.64554566,4.52182,0.25497258,0.17287183,0.8662363532746733,0.6749468980709508,2774,3.5532463,1.3262353,8.76395,0.47608274,0.4080879,0.9227272261300851,0.8963735122588768,0.522933,0.17296597,0.52993524,5.781484,0.8095179442926872,0.0028631663322448648,0.003833210468292236,0.08847552657127389,0.20832319395882729,0.006824877943311417,0.0028631663322448648,0.419519053091763,-0.016364694,1.9435899257659912,8.971653393332733
410989,1.3394481,0.91446483,11734.904,0.5400699973106384,0.7219300270080566,1.1140599250793457,1.6611100435256958,2.3538999557495117,2.7995500564575195,5.445959949493405,7.71791,0.12878,0.6827176,0.17355062,2.5307007,9.589626,0.457179993391037,14.086881143773741,0.0,0.37267435224289464,7.58913,0.38659799098968506,0.6028100252151489,2.0509800910949707,0.6312432,1.5090306,0.9838909,1.1769729,0.8891662,1.512951,0.9500324,1.1605028,0.7539374,0.99740875,0.34421313,1.7388315,1.4217404,1.09272,1.1412096,1.2958351,1.4918358,1.5544835,1.4918525,1.2291391,1.0697259,1.1856693,1.3577638,0.9062778,1.500144,0.6804813,0.9868664,1.6552805,20,2.1649992,4,676,1.9979963,0.86301976,7.71791,0.73419756,0.4058538,0.5715757280323507,-0.49107664519961175,2314,1.2261403,0.947685,7.55755,0.8946011,0.5175328,0.4732612457451676,-0.2267649567910814,2997,1.0424029,0.7241055,6.6273003,0.67847073,0.40013736,0.4931446013236516,0.044982717087629735,2774,1.5944086,0.9316558,7.20484,0.8432242,0.4768817,0.574299330152657,0.4118912675174669,1.9167218,1.2531269,1.1762633,0.7980038,0.029236247659490032,-0.06821220602308,-0.031424803733825724,0.010732545852661124,0.0618877499444144,-0.023133929116385316,-0.06821220602308,2.9485785004314984,0.049786687,0.9391800165176392,4.358509021925155
411120,1.2788336,1.4214511,11203.861,0.263949990272522,0.36232998967170715,0.8248900175094604,1.5132900476455688,2.826280117034912,4.109439849853516,7.06864223480223,13.61695,0.25597,1.1115215,0.09391484,2.8940935,11.271415,0.26144999265670776,27.345690638721177,0.0,0.31137997945440016,13.36098,0.2584919989109039,0.26701998710632324,2.151710033416748,0.9305196,2.2933557,1.9841324,1.0114816,0.9962736,0.80515575,0.88375163,1.0241683,1.0181484,2.848338,1.2755308,2.86102,2.2808697,1.112906,1.0262678,0.89574826,0.87121665,0.78490454,0.761477,0.7977988,0.92235935,1.3557401,1.7362064,0.9397589,1.2036088,0.6097983,1.285781,1.2807634,13,2.1887546,4,676,2.7700176,2.2079396,13.616409,1.4309032,0.87651145,0.7454754957727131,-0.28412490723131617,2314,1.6697351,1.6812927,13.61695,1.2444139,0.72114986,0.6689369405239878,-0.15109227836545921,2997,1.0227376,1.0048109,8.19002,0.9598321,0.5428995,0.5197111430301672,-0.17570155939473253,2774,0.8660479,0.9146828,7.14387,0.8839907,0.46571478,0.5155567115407764,0.03858665960541305,2.7084343,3.1984577,1.6326133,0.31265068,-0.36524065260153676,-0.07413926260811947,-0.04104060173034672,-0.022270426750183137,0.0006512291090828929,-0.0388782848630633,-0.07413926260811947,1.9069581610724862,0.14523649,1.1509600579738617,10.707634859606724
411215,1.8811383,1.2747523,16480.652,0.48667001724243164,0.883400022983551,1.6219600439071655,2.520979881286621,3.7775399684906006,4.628119945526123,5.416770076751708,8.16467,0.17471,0.6776494,0.2303998,1.0460135,0.6860242,0.3831999897956848,17.345542723960133,0.0,0.41433626298367765,7.98996,0.3122859954833984,0.6123999953269958,3.2315800189971924,1.0063149,1.4377328,1.0305607,1.4039085,0.9849808,3.1466608,1.1786273,1.522919,0.9546781,0.45690748,1.6832471,1.7416178,1.4871014,0.9627533,1.0872957,2.1514633,3.0324917,3.3890061,3.014802,2.188496,1.355029,1.0308282,1.0888484,0.8231618,1.399998,0.75275743,0.99449086,1.7007567,18,2.766377,2,676,2.464801,1.0891236,7.26718,0.5672217,0.39582717,0.8536589240220714,-0.7791887734707267,2314,0.9082419,0.53401625,4.26595,0.45644927,0.2972091,0.6084283370928566,-0.2805901030319222,2997,1.2944744,0.645289,5.34064,0.48481613,0.30113047,0.6795666004966588,0.5621900353203125,2774,3.1842954,1.1014572,8.16467,0.54916936,0.39118177,0.8645999441468948,0.8740762833661471,1.9040941,0.7740491,0.70162994,1.2919077,0.5483521503051759,-0.1633630364281791,-0.015364212989807122,0.07038332462310795,0.13813715798514217,-0.0060253044537135515,-0.1633630364281791,27.11282685931235,0.7061058,1.63757985830307,7.762014988913612
411261,1.5802172,1.3037874,13844.283,0.40310999751091003,0.4860199987888336,1.1088600158691406,2.2689499855041504,3.5761499404907227,4.404609680175781,5.125275897979732,8.88068,0.11092,0.8250684,0.17793876,1.2910447,1.4124466,0.3710399866104126,14.446675019815729,0.0,0.39219267206939845,8.76976,0.3547720074653625,0.43230000138282776,2.9717600345611572,1.048698,0.6519218,0.4837469,1.3281273,1.0373048,3.0387337,1.1599853,1.279053,0.9908662,0.21453732,1.7351437,0.6460051,0.6613753,0.8577927,0.9204848,2.192955,2.9825919,3.2813766,2.8504212,1.9784036,1.2009335,0.6604257,0.6493078,0.6793098,1.5199311,0.72199416,0.9819029,2.2374637,19,2.598595,5,676,0.60953104,0.41951486,4.85319,0.41357693,0.116713256,0.5125928742916297,-0.009470290697178908,2314,0.5947741,0.45341635,5.91147,0.44525126,0.14069337,0.4892003037552258,0.001981119778657427,2997,1.1609157,0.6540903,6.67551,0.44602177,0.18832032,0.7180701231267069,0.5937080867714793,2774,3.0918057,1.0851563,8.88068,0.63009405,0.3440517,0.8231981378010751,0.8188522572658674,0.5250433,0.19714403,0.51233184,5.0724335,0.793094494652634,0.0024504368645804223,0.004455260038375853,0.07616552114486698,0.12526990481785355,0.010708755425044469,0.0024504368645804223,0.22882555136609134,0.0012037754,1.7829299867153168,8.8713997731945
411280,1.6734066,1.5909833,14660.715,0.32304999232292175,0.4314199984073639,0.9044899940490723,2.6419501304626465,4.349709987640381,5.017399787902832,5.805149841308594,9.25776,0.11379,0.95074517,0.18075718,1.167748,0.35669848,0.2727999985218048,24.16778394671637,0.0,0.35954799680401783,9.1439705,0.24020199179649354,0.35850998759269714,3.667640209197998,1.3194648,0.6662033,0.5738021,1.3157535,1.2623261,3.298426,1.635569,1.388709,1.2769034,0.20197614,1.9461946,0.7013803,0.6114319,0.82184803,0.8839993,2.2274854,3.2509294,3.5101824,3.1326334,2.2074738,1.2774943,0.6848662,0.68045,0.43078598,1.5662676,0.9251805,0.88516873,3.635837,21,3.232838,6,676,0.66035324,0.5107233,4.55496,0.5343858,0.21023749,0.42812786836297984,-0.032727071111367925,2314,0.61868817,0.5668053,5.00438,0.57295656,0.25143874,0.43589529799519616,-0.043257470444294704,2997,1.1567848,1.00448,6.07905,0.7494579,0.4323025,0.6575926619778194,0.3737916911504241,2774,3.3582506,1.505983,9.25776,0.7984997,0.54391986,0.8350777139617621,0.6326504493080871,0.5708523,0.19663608,0.53483427,5.0855365,0.7020616034691893,2.9326847621361873e-05,0.0032404220104217557,0.07930733203887945,0.13836072649274547,0.007197982583727156,2.9326847621361873e-05,0.004074314890350327,-0.038320303,2.2105301320552826,13.464510419465968
411361,1.1496007,1.1428691,10071.652,0.27539998292922974,0.3373100161552429,0.840690016746521,1.6158900260925293,2.453390121459961,2.9471499919891357,3.4399599552154494,16.93929,0.11179,0.9941444,0.06786594,4.716091,44.455227,0.23758000135421753,15.121234725723625,0.0,0.39253509873302134,16.8275,0.2274920016527176,0.2946400046348572,2.086850166320801,0.76550263,0.49820143,0.74999124,1.0075954,1.3059837,2.1353393,0.92574835,0.94113475,0.79201484,0.23331255,1.1609741,0.52713686,0.49070072,0.67843735,0.6631601,1.6700783,2.074752,2.2297423,2.0995688,1.4450908,0.89802253,0.48172802,0.47600195,0.7147327,1.5155969,0.72946787,0.9273664,2.1205087,18,1.7881919,5,676,0.4781023,0.7743191,11.9378395,0.9032698,0.15233251,0.30943215486910697,0.000580929458191678,2314,0.46461722,0.71373755,11.87,0.8426096,0.161883,0.26433155001187336,0.02823704783696656,2997,0.88466793,0.7811339,12.52965,0.8921167,0.1944367,0.373325450590106,0.3491838246961909,2774,2.1708653,1.1293328,16.93929,0.9496812,0.2705332,0.6051305348584195,0.4512225304899874,0.5404314,0.22023582,0.52518827,4.5405874,0.6121658818441891,0.002408758061272753,0.0066116207838058496,0.05364142656326297,0.06823953356061659,0.00995897599628993,0.002408758061272753,0.24186804568763903,0.002970934,1.2785800099372864,8.90846141443086
